"Date","Time (GMT)","Wind Speed (m/s)","Wind Dir (deg)","Wind Gust (m/s)","Air Temp (°C)","Baro (mb)","Humidity (%)","Visibility (km)"
"2023/08/22","04:36","0.7","184","1.5","19.3","1014.8","-","-"
"2023/08/22","04:42","1.1","91","1.8","19.4","1015","-","-"
"2023/08/22","04:48","0.3","130","1.5","19.3","1015","-","-"
"2023/08/22","04:54","0.5","78","2.2","19.3","1015","-","-"
"2023/08/22","05:00","0.8","142","2","19.3","1015.1","-","-"
"2023/08/22","05:06","0.4","168","1.4","19.3","1015.1","-","-"
"2023/08/22","05:12","1.2","179","2.3","19.3","1015","-","-"
"2023/08/22","05:18","0.6","51","2.8","19.3","1015","-","-"
"2023/08/22","05:24","0.9","239","2.3","19.3","1015","-","-"
"2023/08/22","05:30","0.2","309","2.1","19.3","1015","-","-"
"2023/08/22","05:36","1.1","205","1.7","19.3","1014.9","-","-"
"2023/08/22","05:42","0.6","239","3","19.3","1014.9","-","-"
"2023/08/22","05:48","1.3","211","2.3","19.3","1014.9","-","-"
"2023/08/22","05:54","1","188","2.7","19.4","1014.9","-","-"
"2023/08/22","06:00","0.6","198","2.5","19.4","1014.9","-","-"
"2023/08/22","06:06","1.2","250","1.9","19.4","1014.9","-","-"
"2023/08/22","06:12","1.1","241","3.2","19.4","1014.9","-","-"
"2023/08/22","06:18","0.5","259","1.4","19.3","1015","-","-"
"2023/08/22","06:24","0.2","207","1","19.3","1015.1","-","-"
"2023/08/22","06:30","0.4","256","1.6","19.2","1015.1","-","-"
"2023/08/22","06:36","2","160","3.1","19.2","1015.1","-","-"
"2023/08/22","06:42","1.7","197","3.4","19.2","1015.1","-","-"
"2023/08/22","06:48","1.4","203","2.6","19.2","1015.1","-","-"
"2023/08/22","06:54","0.9","195","2.4","19.2","1015.2","-","-"
"2023/08/22","07:00","1.1","195","2","19.2","1015.2","-","-"
"2023/08/22","07:06","1","184","2.8","19.2","1015.2","-","-"
"2023/08/22","07:12","0.9","208","1.9","19.3","1015.3","-","-"
"2023/08/22","07:18","0.7","169","2.5","19.2","1015.3","-","-"
"2023/08/22","07:24","0.4","185","1.3","19.2","1015.3","-","-"
"2023/08/22","07:30","0.3","238","2.3","19.1","1015.3","-","-"
"2023/08/22","07:36","0.8","229","2.5","19.1","1015.2","-","-"
"2023/08/22","07:42","1.1","310","1.8","19.1","1015.3","-","-"
"2023/08/22","07:48","1","318","1.5","19","1015.3","-","-"
"2023/08/22","07:54","1.9","296","2.4","18.9","1015.3","-","-"
"2023/08/22","08:00","1.8","261","2.4","18.8","1015.2","-","-"
"2023/08/22","08:06","1.2","270","1.8","18.9","1015.1","-","-"
"2023/08/22","08:12","1.1","255","1.9","18.9","1015.2","-","-"
"2023/08/22","08:18","0","226","2","18.9","1015.2","-","-"
"2023/08/22","08:24","0.2","123","0.3","19","1015.1","-","-"
"2023/08/22","08:30","0.8","64","1","19","1015.1","-","-"
"2023/08/22","08:36","0.8","22","1.3","19.1","1015.1","-","-"
"2023/08/22","08:42","1.4","7","1.9","18.8","1015","-","-"
"2023/08/22","08:48","1.8","8","2.4","18.8","1015","-","-"
"2023/08/22","08:54","1.6","12","2.1","18.8","1015","-","-"
"2023/08/22","09:00","1.3","3","1.6","18.9","1015.1","-","-"
"2023/08/22","09:06","0.8","352","1.8","19","1015.1","-","-"
"2023/08/22","09:12","0.7","315","1.2","19","1015","-","-"
"2023/08/22","09:18","0.4","261","0.6","19","1015","-","-"
"2023/08/22","09:24","0.7","345","1","18.9","1015","-","-"
"2023/08/22","09:30","0.7","347","1.1","18.9","1014.9","-","-"
"2023/08/22","09:36","0.7","305","1","18.9","1015","-","-"
"2023/08/22","09:42","1.7","305","2","18.9","1015","-","-"
"2023/08/22","09:48","1.7","291","2.2","18.8","1014.9","-","-"
"2023/08/22","09:54","1.7","289","2.1","18.8","1014.9","-","-"
"2023/08/22","10:00","1.1","275","1.7","18.7","1014.9","-","-"
"2023/08/22","10:06","1.4","262","2.2","18.7","1014.8","-","-"
"2023/08/22","10:12","1.5","266","1.9","18.8","1014.8","-","-"
"2023/08/22","10:18","1.3","264","1.9","18.8","1014.7","-","-"
"2023/08/22","10:24","1.4","264","1.9","18.8","1014.7","-","-"
"2023/08/22","10:30","1.6","261","2.4","18.8","1014.8","-","-"
"2023/08/22","10:36","2.1","259","2.7","18.7","1014.8","-","-"
"2023/08/22","10:42","2.5","256","3.2","18.7","1014.7","-","-"
"2023/08/22","10:48","2.2","259","3.6","18.6","1014.7","-","-"
"2023/08/22","10:54","2.5","257","3.4","18.6","1014.6","-","-"
"2023/08/22","11:00","2.1","238","3.1","18.6","1014.6","-","-"
"2023/08/22","11:06","2.2","250","2.8","18.6","1014.5","-","-"
"2023/08/22","11:12","1.7","261","2.7","18.6","1014.5","-","-"
"2023/08/22","11:18","1.6","271","2.6","18.6","1014.5","-","-"
"2023/08/22","11:24","1.8","274","2.6","18.6","1014.5","-","-"
"2023/08/22","11:30","1.4","270","2.8","18.5","1014.5","-","-"
"2023/08/22","11:36","1.6","268","2.2","18.5","1014.4","-","-"
"2023/08/22","11:42","1.1","255","2","18.6","1014.4","-","-"
"2023/08/22","11:48","1.9","252","2.6","18.6","1014.4","-","-"
"2023/08/22","11:54","1.7","251","2.8","18.6","1014.4","-","-"
"2023/08/22","12:00","2.7","249","3.7","18.6","1014.4","-","-"
"2023/08/22","12:06","1.9","246","3.1","18.6","1014.5","-","-"
"2023/08/22","12:12","1.7","230","3.2","18.6","1014.5","-","-"
"2023/08/22","12:18","0.8","239","2.9","18.6","1014.5","-","-"
"2023/08/22","12:24","1.8","251","2.6","18.6","1014.5","-","-"
"2023/08/22","12:30","2.2","242","3.4","18.5","1014.6","-","-"
"2023/08/22","12:36","1.9","247","3.2","18.5","1014.6","-","-"
"2023/08/22","12:42","1.9","257","3.1","18.5","1014.6","-","-"
"2023/08/22","12:48","1.6","259","2.6","18.5","1014.7","-","-"
"2023/08/22","12:54","1.5","264","2.6","18.4","1014.6","-","-"
"2023/08/22","13:00","1.8","265","2.8","18.4","1014.6","-","-"
"2023/08/22","13:06","1.7","275","3.1","18.4","1014.7","-","-"
"2023/08/22","13:12","2","275","3.3","18.4","1014.7","-","-"
"2023/08/22","13:18","1.7","280","2.7","18.3","1014.7","-","-"
"2023/08/22","13:24","1.5","285","2.9","18.1","1014.8","-","-"
"2023/08/22","13:30","1.8","266","2.6","18.1","1014.8","-","-"
"2023/08/22","13:36","2.3","275","2.9","18.1","1014.9","-","-"
"2023/08/22","13:42","1.4","290","3.1","18.1","1014.9","-","-"
"2023/08/22","13:48","1.6","309","2.7","18","1015","-","-"
"2023/08/22","13:54","2","310","2.7","17.8","1014.9","-","-"
"2023/08/22","14:00","2","313","2.5","17.8","1014.9","-","-"
"2023/08/22","14:06","2","297","2.6","17.7","1015","-","-"
"2023/08/22","14:12","1.9","288","2.8","17.6","1015.1","-","-"
"2023/08/22","14:18","2","296","2.9","17.6","1015.1","-","-"
"2023/08/22","14:24","1.8","307","3.3","17.6","1015.1","-","-"
"2023/08/22","14:30","1.5","298","3.1","17.6","1015.1","-","-"
"2023/08/22","14:36","2.8","315","3.5","17.5","1015.2","-","-"
"2023/08/22","14:42","2.6","321","3.5","17.6","1015.1","-","-"
"2023/08/22","14:48","2.1","320","3.3","17.6","1015.2","-","-"
"2023/08/22","14:54","2.2","288","3","17.6","1015.2","-","-"
"2023/08/22","15:00","1.5","285","3.2","17.9","1015.2","-","-"
"2023/08/22","15:06","1.6","290","2.7","18","1015.2","-","-"
"2023/08/22","15:12","2.2","327","2.7","18.1","1015.3","-","-"
"2023/08/22","15:18","2","335","2.4","18.1","1015.3","-","-"
"2023/08/22","15:24","2.1","330","3","18.1","1015.3","-","-"
"2023/08/22","15:30","2.6","332","2.9","18.2","1015.3","-","-"
"2023/08/22","15:36","2.8","336","3.1","17.9","1015.3","-","-"
"2023/08/22","15:42","3.1","343","3.5","18","1015.2","-","-"
"2023/08/22","15:48","3.2","335","3.5","18","1015.3","-","-"
"2023/08/22","15:54","3.3","334","3.6","17.9","1015.3","-","-"
"2023/08/22","16:00","2.9","347","3.3","18.1","1015.3","-","-"
"2023/08/22","16:06","3.2","347","3.4","18","1015.2","-","-"
"2023/08/22","16:12","3","340","3.5","18","1015.2","-","-"
"2023/08/22","16:18","2.7","339","3.2","18","1015.3","-","-"
"2023/08/22","16:24","2.6","341","2.9","18","1015.3","-","-"
"2023/08/22","16:30","2.7","349","3.1","18.2","1015.3","-","-"
"2023/08/22","16:36","2.9","342","3.3","18.1","1015.3","-","-"
"2023/08/22","16:42","2.8","349","3.4","18.2","1015.3","-","-"
"2023/08/22","16:48","3.1","343","3.5","18.2","1015.3","-","-"
"2023/08/22","16:54","3.1","346","3.6","18.3","1015.4","-","-"
"2023/08/22","17:00","2.9","352","3.3","18.4","1015.4","-","-"
"2023/08/22","17:06","2.6","355","3.2","18.3","1015.4","-","-"
"2023/08/22","17:12","2.4","355","3","18.4","1015.5","-","-"
"2023/08/22","17:18","2.5","340","2.9","18.5","1015.5","-","-"
"2023/08/22","17:24","2.9","335","3.8","18.8","1015.5","-","-"
"2023/08/22","17:30","3.6","327","4.5","19","1015.5","-","-"
"2023/08/22","17:36","3.6","348","4.2","18.8","1015.5","-","-"
"2023/08/22","17:42","3.2","309","5.2","19.7","1015.5","-","-"
"2023/08/22","17:48","2.7","312","5.1","19.9","1015.5","-","-"
"2023/08/22","17:54","3.2","308","4.5","19.9","1015.4","-","-"
"2023/08/22","18:00","4.3","319","5.4","19.8","1015.4","-","-"
"2023/08/22","18:06","4.7","321","5.3","19.9","1015.4","-","-"
"2023/08/22","18:12","4.3","323","6","20","1015.4","-","-"
"2023/08/22","18:18","3.1","294","5.8","20.4","1015.4","-","-"
"2023/08/22","18:24","3.9","315","6.3","20.3","1015.3","-","-"
"2023/08/22","18:30","3.5","302","6.2","20.7","1015.3","-","-"
"2023/08/22","18:36","3.1","274","4.7","21","1015.2","-","-"
"2023/08/22","18:42","4.5","315","5.8","20.4","1015.2","-","-"
"2023/08/22","18:48","3.4","296","5.5","20.8","1015.2","-","-"
"2023/08/22","18:54","4.2","308","6.5","20.7","1015.1","-","-"
"2023/08/22","19:00","2.2","284","5","21.8","1015.1","-","-"
"2023/08/22","19:06","2.8","270","4.9","21.9","1015.1","-","-"
"2023/08/22","19:12","2.2","272","5.3","21.9","1015.1","-","-"
"2023/08/22","19:18","4.4","275","6.5","21.2","1015.1","-","-"
"2023/08/22","19:24","4.2","278","7.1","21.1","1015.1","-","-"
"2023/08/22","19:30","2.7","273","5.9","21.6","1015","-","-"
"2023/08/22","19:36","2.4","283","5.4","21.9","1015","-","-"
"2023/08/22","19:42","3.8","281","6.5","21.5","1015","-","-"
"2023/08/22","19:48","3","303","6.1","21.6","1014.9","-","-"
"2023/08/22","19:54","4.8","288","7.3","21.1","1014.9","-","-"
"2023/08/22","20:00","4.4","298","7.7","21","1014.9","-","-"
"2023/08/22","20:06","5.9","291","8.3","20.9","1014.8","-","-"
"2023/08/22","20:12","4.8","291","7","21","1014.8","-","-"
"2023/08/22","20:18","4.4","301","5.9","21.1","1014.8","-","-"
"2023/08/22","20:24","3.4","276","6.7","21.7","1014.8","-","-"
"2023/08/22","20:30","3.1","269","6.5","22","1014.8","-","-"
"2023/08/22","20:36","3.1","275","5.5","22.4","1014.8","-","-"
"2023/08/22","20:42","3.2","277","5.6","22.2","1014.7","-","-"
"2023/08/22","20:48","3.2","292","5.5","22","1014.7","-","-"
"2023/08/22","20:54","2.9","297","6.7","21.8","1014.7","-","-"
"2023/08/22","21:00","2.5","270","6.6","22.7","1014.7","-","-"
"2023/08/22","21:06","3.6","281","7.6","21.9","1014.7","-","-"
"2023/08/22","21:12","3.5","282","5.9","21.8","1014.6","-","-"
"2023/08/22","21:18","4.4","276","6.7","21.6","1014.5","-","-"
"2023/08/22","21:24","3.8","269","7.6","21.8","1014.5","-","-"
"2023/08/22","21:30","4.1","278","6","21.6","1014.4","-","-"
"2023/08/22","21:36","3.1","272","7","21.9","1014.4","-","-"
"2023/08/22","21:42","4.8","281","7.3","21.5","1014.3","-","-"
"2023/08/22","21:48","3.6","286","6.8","21.6","1014.3","-","-"
"2023/08/22","21:54","4.2","273","7","21.5","1014.3","-","-"
"2023/08/22","22:00","3.7","268","7.5","21.6","1014.2","-","-"
"2023/08/22","22:06","3.6","272","7.6","21.6","1014.2","-","-"
"2023/08/22","22:12","4.1","267","6.7","21.6","1014.2","-","-"
"2023/08/22","22:18","4.9","252","7.8","21.8","1014.1","-","-"
"2023/08/22","22:24","3","277","5.8","21.8","1014","-","-"
"2023/08/22","22:30","3.5","263","6.4","22.1","1014","-","-"
"2023/08/22","22:36","3","265","7.5","22","1013.9","-","-"
"2023/08/22","22:42","3","227","5.8","22","1013.9","-","-"
"2023/08/22","22:48","3.2","243","5.7","22","1013.9","-","-"
"2023/08/22","22:54","6.3","257","8.7","21.6","1013.9","-","-"
"2023/08/22","23:00","5.2","256","8.6","21.5","1013.8","-","-"
"2023/08/22","23:06","4.4","252","6.8","21.9","1013.8","-","-"
"2023/08/22","23:12","4.8","262","7.2","21.7","1013.7","-","-"
"2023/08/22","23:18","5.6","262","9.2","21.5","1013.7","-","-"
"2023/08/22","23:24","5.5","263","9.7","21.5","1013.7","-","-"
"2023/08/22","23:30","4.8","266","8.5","21.7","1013.5","-","-"
"2023/08/22","23:36","6.1","257","8.5","21.4","1013.6","-","-"
"2023/08/22","23:42","5.8","260","10.1","21.3","1013.5","-","-"
"2023/08/22","23:48","5.6","253","9.1","21.3","1013.5","-","-"
"2023/08/22","23:54","5.7","263","9","21.5","1013.5","-","-"
"2023/08/23","00:00","3.9","261","8.2","21.7","1013.5","-","-"
"2023/08/23","00:06","4.9","257","7.5","21.6","1013.4","-","-"
"2023/08/23","00:12","4.1","258","7.3","21.7","1013.3","-","-"
"2023/08/23","00:18","5.7","254","7.9","21.4","1013.3","-","-"
"2023/08/23","00:24","5.7","255","9.2","21.3","1013.2","-","-"
"2023/08/23","00:30","6.2","253","8.7","21.2","1013.2","-","-"
"2023/08/23","00:36","6.1","254","9.1","21.4","1013.1","-","-"
"2023/08/23","00:42","5.5","248","8.1","21.2","1013.1","-","-"
"2023/08/23","00:48","6.5","254","9","21","1013","-","-"
"2023/08/23","00:54","5.4","241","8.1","21","1013","-","-"
"2023/08/23","01:00","4.9","251","7.9","21.2","1013","-","-"
"2023/08/23","01:06","5.9","260","9.3","20.8","1013","-","-"
"2023/08/23","01:12","6.8","256","10.2","20.5","1013","-","-"
"2023/08/23","01:18","4.9","245","9.3","20.7","1013","-","-"
"2023/08/23","01:24","5.5","252","8.7","20.5","1012.9","-","-"
"2023/08/23","01:30","5.6","251","8","20.5","1012.9","-","-"
"2023/08/23","01:36","5.3","258","7.5","20.6","1012.9","-","-"
"2023/08/23","01:42","4.9","254","7.6","20.6","1012.9","-","-"
"2023/08/23","01:48","5.1","256","9.1","20.5","1012.9","-","-"
"2023/08/23","01:54","4.8","242","8.8","20.5","1012.9","-","-"
"2023/08/23","02:00","4.6","242","7.8","20.5","1012.9","-","-"
"2023/08/23","02:06","4.9","249","8.4","20.4","1012.9","-","-"
"2023/08/23","02:12","5.2","256","7.5","20.3","1012.9","-","-"
"2023/08/23","02:18","5.9","251","8.1","20","1013","-","-"
"2023/08/23","02:24","4.3","253","8","20","1013","-","-"
"2023/08/23","02:30","3","249","7.7","19.9","1013.1","-","-"
"2023/08/23","02:36","4.8","251","8","19.7","1013.1","-","-"
"2023/08/23","02:42","4.1","251","6.5","19.6","1013.2","-","-"
"2023/08/23","02:48","3.6","248","6.6","19.6","1013.2","-","-"
"2023/08/23","02:54","4.5","252","7.3","19.5","1013.2","-","-"
"2023/08/23","03:00","6.1","255","8","19.3","1013.3","-","-"
"2023/08/23","03:06","4.6","250","7","19.3","1013.3","-","-"
"2023/08/23","03:12","3.7","252","7","19.2","1013.4","-","-"
"2023/08/23","03:18","2.6","243","4.6","19.2","1013.5","-","-"
"2023/08/23","03:24","3.3","252","6.2","19.1","1013.5","-","-"
"2023/08/23","03:30","2.6","233","5.7","19.1","1013.6","-","-"
"2023/08/23","03:36","1.6","236","3.8","19.1","1013.6","-","-"
"2023/08/23","03:42","1.6","228","4.1","19.1","1013.7","-","-"
"2023/08/23","03:48","2.5","258","5.8","18.9","1013.7","-","-"
"2023/08/23","03:54","2.4","260","5.5","18.9","1013.8","-","-"
"2023/08/23","04:00","4.4","261","5.7","18.8","1013.8","-","-"
"2023/08/23","04:06","4.6","260","6.2","18.6","1013.9","-","-"
"2023/08/23","04:12","3.5","257","6.2","18.5","1013.9","-","-"
"2023/08/23","04:18","2.7","253","4.1","18.5","1014","-","-"
"2023/08/23","04:24","1.9","248","3.6","18.5","1014","-","-"
"2023/08/23","04:30","2.8","255","4.5","18.5","1014.1","-","-"
"2023/08/23","04:36","2.7","257","4","18.4","1014.1","-","-"
"2023/08/23","04:42","2.9","266","5.9","18.2","1014.1","-","-"
"2023/08/23","04:48","3.9","263","5","18","1014.2","-","-"
"2023/08/23","04:54","3.6","256","5.8","17.9","1014.2","-","-"
"2023/08/23","05:00","2.9","263","5.9","17.9","1014.2","-","-"
"2023/08/23","05:06","3.1","259","5.2","17.7","1014.3","-","-"
"2023/08/23","05:12","2.7","261","4.7","17.7","1014.3","-","-"
"2023/08/23","05:18","1.4","270","3.2","17.7","1014.2","-","-"
"2023/08/23","05:24","2.7","260","3.8","17.5","1014.3","-","-"
"2023/08/23","05:30","2.1","253","4.4","17.5","1014.3","-","-"
"2023/08/23","05:36","1.4","254","4.5","17.5","1014.3","-","-"
"2023/08/23","05:42","2.5","247","3.8","17.5","1014.3","-","-"
"2023/08/23","05:48","0.8","226","2.3","17.6","1014.2","-","-"
"2023/08/23","05:54","0.8","182","1.6","17.6","1014.2","-","-"
"2023/08/23","06:00","0.8","157","1.9","17.5","1014.3","-","-"
"2023/08/23","06:06","0.1","146","1.1","17.5","1014.3","-","-"
"2023/08/23","06:12","0.4","226","1","17.4","1014.3","-","-"
"2023/08/23","06:18","0.8","225","1.1","17.3","1014.3","-","-"
"2023/08/23","06:24","0.8","265","1.2","17.2","1014.2","-","-"
"2023/08/23","06:30","0.4","165","1.1","17.3","1014.2","-","-"
"2023/08/23","06:36","0.8","218","1.2","17.2","1014.2","-","-"
"2023/08/23","06:42","1.2","231","1.6","17.1","1014.2","-","-"
"2023/08/23","06:48","1.3","262","1.7","17.1","1014.2","-","-"
"2023/08/23","06:54","2","250","2.4","17","1014.1","-","-"
"2023/08/23","07:00","2.2","247","2.9","17","1014.1","-","-"
"2023/08/23","07:06","1.9","258","2.5","17","1014","-","-"
"2023/08/23","07:12","0.1","312","2.2","17","1014.1","-","-"
"2023/08/23","07:18","0","293","0.5","17","1014.1","-","-"
"2023/08/23","07:24","0.1","288","0.3","17.1","1014.1","-","-"
"2023/08/23","07:30","0.1","231","0.9","17.2","1014.1","-","-"
"2023/08/23","07:36","0","297","0.9","17.2","1014.1","-","-"
"2023/08/23","07:42","0.1","211","0.3","17.2","1014.1","-","-"
"2023/08/23","07:48","0.6","202","1","17.2","1014","-","-"
"2023/08/23","07:54","0.2","234","1.1","17.3","1014","-","-"
"2023/08/23","08:00","0.4","263","0.9","17.2","1013.9","-","-"
"2023/08/23","08:06","0.9","261","1.1","17.3","1013.8","-","-"
"2023/08/23","08:12","0.7","271","1.2","17.4","1013.8","-","-"
"2023/08/23","08:18","0.6","265","1.3","17.4","1013.8","-","-"
"2023/08/23","08:24","0.4","238","0.8","17.4","1013.9","-","-"
"2023/08/23","08:30","0.1","307","1.3","17.4","1013.9","-","-"
"2023/08/23","08:36","0.3","313","1","17.4","1013.9","-","-"
"2023/08/23","08:42","0.5","341","1","17.4","1013.9","-","-"
"2023/08/23","08:48","1","328","1.3","17.3","1013.8","-","-"
"2023/08/23","08:54","0.3","339","1","17.3","1013.9","-","-"
"2023/08/23","09:00","0","283","0.9","17.3","1013.9","-","-"
"2023/08/23","09:06","0.5","260","0.8","17.3","1013.8","-","-"
"2023/08/23","09:12","0.6","264","0.7","17.3","1013.7","-","-"
"2023/08/23","09:18","0.8","261","1.1","17.2","1013.7","-","-"
"2023/08/23","09:24","0.8","263","1.3","17.2","1013.7","-","-"
"2023/08/23","09:30","0.9","258","1.2","17.2","1013.6","-","-"
"2023/08/23","09:36","0.7","257","1.5","17.2","1013.6","-","-"
"2023/08/23","09:42","0.7","230","1.3","17.3","1013.5","-","-"
"2023/08/23","09:48","0.3","236","0.8","17.3","1013.5","-","-"
"2023/08/23","09:54","0.5","266","0.6","17.3","1013.5","-","-"
"2023/08/23","10:00","0","226","0.3","17.4","1013.6","-","-"
"2023/08/23","10:06","0.4","276","0.7","17.3","1013.5","-","-"
"2023/08/23","10:12","0.3","293","0.8","17.3","1013.6","-","-"
"2023/08/23","10:18","0.4","289","0.8","17.3","1013.5","-","-"
"2023/08/23","10:24","0","265","0","17.3","1013.6","-","-"
"2023/08/23","10:30","0.2","347","0.4","17.3","1013.7","-","-"
"2023/08/23","10:36","0.1","329","0.3","17.3","1013.6","-","-"
"2023/08/23","10:42","0.4","280","0.7","17.2","1013.6","-","-"
"2023/08/23","10:48","0","358","0.6","17.3","1013.6","-","-"
"2023/08/23","10:54","0.4","244","0.7","17.2","1013.5","-","-"
"2023/08/23","11:00","0","277","0","17.2","1013.5","-","-"
"2023/08/23","11:06","0.1","116","0.2","17.3","1013.5","-","-"
"2023/08/23","11:12","0.1","33","0.5","17.4","1013.5","-","-"
"2023/08/23","11:18","0.1","302","0.5","17.3","1013.6","-","-"
"2023/08/23","11:24","0","290","0.2","17.3","1013.5","-","-"
"2023/08/23","11:30","0.4","13","0.6","17.4","1013.5","-","-"
"2023/08/23","11:36","0.8","330","1","17.3","1013.5","-","-"
"2023/08/23","11:42","0.8","340","1","17.3","1013.5","-","-"
"2023/08/23","11:48","0.9","330","1.1","17.1","1013.5","-","-"
"2023/08/23","11:54","0.7","327","1.2","17","1013.4","-","-"
"2023/08/23","12:00","0.8","313","1","17","1013.4","-","-"
"2023/08/23","12:06","0.6","282","1","16.9","1013.4","-","-"
"2023/08/23","12:12","1.3","292","1.5","16.8","1013.4","-","-"
"2023/08/23","12:18","1","281","1.6","16.8","1013.3","-","-"
"2023/08/23","12:24","0.7","272","1.5","16.8","1013.3","-","-"
"2023/08/23","12:30","0.7","273","1","16.9","1013.3","-","-"
"2023/08/23","12:36","0.6","295","1","16.9","1013.3","-","-"
"2023/08/23","12:42","0.8","318","1","16.8","1013.3","-","-"
"2023/08/23","12:48","0.4","299","1","16.8","1013.2","-","-"
"2023/08/23","12:54","0.5","283","0.7","16.8","1013.2","-","-"
"2023/08/23","13:00","0.1","350","0.5","16.9","1013.2","-","-"
"2023/08/23","13:06","0.1","20","0.3","17","1013.2","-","-"
"2023/08/23","13:12","0.1","19","0.3","17.1","1013.2","-","-"
"2023/08/23","13:18","0.4","13","0.7","17.1","1013.3","-","-"
"2023/08/23","13:24","0.4","10","0.7","17.1","1013.3","-","-"
"2023/08/23","13:30","0.5","12","0.6","17.2","1013.4","-","-"
"2023/08/23","13:36","0.6","335","1","17.1","1013.5","-","-"
"2023/08/23","13:42","0.4","321","0.8","17","1013.5","-","-"
"2023/08/23","13:48","0.3","323","0.6","17","1013.5","-","-"
"2023/08/23","13:54","0.6","325","0.8","17","1013.5","-","-"
"2023/08/23","14:00","0.7","317","0.9","17","1013.5","-","-"
"2023/08/23","14:06","0.8","296","1.2","17","1013.5","-","-"
"2023/08/23","14:12","1.1","289","1.3","17.1","1013.5","-","-"
"2023/08/23","14:18","0.8","288","1.2","17.3","1013.4","-","-"
"2023/08/23","14:24","1","313","1.4","17.4","1013.4","-","-"
"2023/08/23","14:30","0.7","296","1.4","17.5","1013.4","-","-"
"2023/08/23","14:36","0.8","285","1.3","17.7","1013.4","-","-"
"2023/08/23","14:42","1.1","294","1.5","17.8","1013.4","-","-"
"2023/08/23","14:48","0.8","321","1.5","18","1013.4","-","-"
"2023/08/23","14:54","1.4","322","2","18","1013.4","-","-"
"2023/08/23","15:00","1.1","317","1.8","18.1","1013.4","-","-"
"2023/08/23","15:06","1.6","327","2","18.1","1013.4","-","-"
"2023/08/23","15:12","1.6","317","2.3","18.2","1013.4","-","-"
"2023/08/23","15:18","1.4","325","2.1","18.3","1013.4","-","-"
"2023/08/23","15:24","1.3","317","1.9","18.4","1013.4","-","-"
"2023/08/23","15:30","1.3","311","2.3","18.4","1013.4","-","-"
"2023/08/23","15:36","1.7","315","2.4","18.4","1013.4","-","-"
"2023/08/23","15:42","1.6","321","2.4","18.5","1013.4","-","-"
"2023/08/23","15:48","1.6","319","2.2","18.5","1013.4","-","-"
"2023/08/23","15:54","0.9","314","1.5","18.7","1013.4","-","-"
"2023/08/23","16:00","1.1","330","2","18.6","1013.4","-","-"
"2023/08/23","16:06","1.3","334","2.5","18.5","1013.4","-","-"
"2023/08/23","16:12","1.5","336","1.9","18.6","1013.3","-","-"
"2023/08/23","16:18","1.2","334","2","18.5","1013.3","-","-"
"2023/08/23","16:24","1.3","343","1.6","18.6","1013.3","-","-"
"2023/08/23","16:30","1.2","335","1.6","18.6","1013.2","-","-"
"2023/08/23","16:36","1.3","354","1.5","18.7","1013.2","-","-"
"2023/08/23","16:42","1.3","343","1.6","18.8","1013.2","-","-"
"2023/08/23","16:48","1.3","344","1.5","18.8","1013.1","-","-"
"2023/08/23","16:54","1.4","342","1.5","18.8","1013.1","-","-"
"2023/08/23","17:00","1.6","339","1.8","18.9","1013.1","-","-"
"2023/08/23","17:06","1.5","340","1.8","19","1013","-","-"
"2023/08/23","17:12","1.4","335","1.6","19","1013","-","-"
"2023/08/23","17:18","1.4","333","1.6","19.1","1012.9","-","-"
"2023/08/23","17:24","1.4","329","1.6","19.2","1012.8","-","-"
"2023/08/23","17:30","1.8","332","1.9","19.2","1012.8","-","-"
"2023/08/23","17:36","1.9","329","2","19.3","1012.8","-","-"
"2023/08/23","17:42","2.1","329","2.2","19.5","1012.7","-","-"
"2023/08/23","17:48","2.1","327","2.6","19.6","1012.7","-","-"
"2023/08/23","17:54","1.6","330","2.2","19.9","1012.7","-","-"
"2023/08/23","18:00","1.9","327","2.3","20.3","1012.6","-","-"
"2023/08/23","18:06","2.4","333","2.6","20.7","1012.6","-","-"
"2023/08/23","18:12","2.2","337","2.6","20.7","1012.5","-","-"
"2023/08/23","18:18","1.8","341","2.2","20.7","1012.5","-","-"
"2023/08/23","18:24","1.7","347","1.8","20.7","1012.5","-","-"
"2023/08/23","18:30","1.9","347","2","20.8","1012.5","-","-"
"2023/08/23","18:36","1.8","344","2.2","20.9","1012.4","-","-"
"2023/08/23","18:42","1.8","351","1.9","20.7","1012.4","-","-"
"2023/08/23","18:48","1.4","346","1.9","20.7","1012.3","-","-"
"2023/08/23","18:54","1.1","355","1.5","20.9","1012.3","-","-"
"2023/08/23","19:00","0.9","17","1.2","21","1012.2","-","-"
"2023/08/23","19:06","0.6","40","0.9","21.2","1012.1","-","-"
"2023/08/23","19:12","0.7","29","1","21.7","1012.1","-","-"
"2023/08/23","19:18","1","360","1.2","21.8","1012","-","-"
"2023/08/23","19:24","2.7","330","3.1","21.3","1011.9","-","-"
"2023/08/23","19:30","3.1","331","3.3","22","1011.8","-","-"
"2023/08/23","19:36","2.8","329","3.1","22.4","1011.8","-","-"
"2023/08/23","19:42","2.8","329","3","22.8","1011.7","-","-"
"2023/08/23","19:48","3","328","3.2","22.9","1011.6","-","-"
"2023/08/23","19:54","3.4","328","3.7","22.9","1011.6","-","-"
"2023/08/23","20:00","2.9","326","3.6","24.1","1011.5","-","-"
"2023/08/23","20:06","3","328","3.7","24.4","1011.5","-","-"
